CENTRO DE COSTO,AREA,UNIDAD,SUBUNIDAD,SEDE,OFICINA / AREA,UBICACIÓN,MODELO INSTALADO,SERIE,IP,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,OWNER,TIPO
10,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Andahuaylas,Operaciones,MX722adhe,7464939022R0V,118.205.68.68,av Peru 342,Andahuaylas,Andahuaylas,Apurimac,Lexmark,Contrato 2021
10,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Andahuaylas,Gerencia,MX722adhe,7464939022R32,118.205.68.69,av Peru 342,Andahuaylas,Andahuaylas,Apurimac,Lexmark,Contrato 2021
13,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Paseo La Castellana,Gerencia,MX722adhe,7464111124764,118.205.70.68,av Paseo la Castellana 103,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
13,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Paseo La Castellana,Plataforma,MX722adhe,746411112475N,118.205.70.69,av Paseo la Castellana 103,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
23,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Ovalo Quiñonez,Territorial,MX522adhe,701701130LPDW,118.205.74.70,av Guardia Civil 787,San Borja,Lima,Lima,Lexmark,Contrato 2021
23,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Ovalo Quiñonez,Plataforma,MX722adhe,746411112476N,118.205.74.68,av Guardia Civil 787,San Borja,Lima,Lima,Lexmark,Contrato 2021
23,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Ovalo Quiñonez,Sala Prime,MX722adhe,746411112475C,118.205.74.69,av Guardia Civil 787,San Borja,Lima,Lima,Lexmark,Contrato 2021
30,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Ovalo Larco Trujillo,Sub Gerencia,MX722adhe,746410202415W,118.205.76.68,Jr America del Sur 4040,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
30,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Ovalo Larco Trujillo,Plataforma,MX722adhe,74641050242T4,118.205.76.69,Jr America del Sur 4040,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
38,Banca Comercial,Division Sur,Oficina Cusco,Provincia,Agencia Mantas,Sub Gerencia,MX722adhe,74641101246L0,118.207.250.69,Calle Portal  N 130 Mantas,Cusco,Cusco,Cusco,Lexmark,Contrato 2021
48,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Mega Exp Ves,Plataforma,MX722adhe,7464111124759,118.205.78.68,av Lima 2500,Villa el Salvador,Lima,Lima,Lexmark,Contrato 2021
48,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Mega Exp Ves,Plataforma,MX722adhe,7464111124752,118.205.78.69,av Lima 2500,Villa el Salvador,Lima,Lima,Lexmark,Contrato 2021
60,Red Comercial,Division Cusco,AEP Urubamba,Provincia,Agencia AEP URUBAMBA,Sub Gerencia,MX722adhe,74641101246L5,118.206.226.68,Jr Sucre 348,Urubamba,Urubamba,Cusco,Lexmark,Contrato 2021
81,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Bagua Grande,Sub Gerencia,MX722adhe,7464939022R4B,118.205.90.68,av Chachapoyas 2044 Sector Visalot,Bagua Grande,Utcubamba,Amazonas,Lexmark,Contrato 2021
81,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Bagua Grande,Plataforma,MX722adhe,7464939022P66,118.205.90.69,av Chachapoyas 2044 Sector Visalot,Bagua Grande,Utcubamba,Amazonas,Lexmark,Contrato 2021
83,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Real Plaza  Cusco,Operaciones,MX722adhe,7464939022PCF,118.205.92.68,av Collasuyo 2964,Cusco,Cusco,Cusco,Lexmark,Contrato 2021
83,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Real Plaza  Cusco,Operaciones,MX722adhe,7464939022R0C,118.205.92.69,av Collasuyo 2964,Cusco,Cusco,Cusco,Lexmark,Contrato 2021
91,Negocio Individuos Alto Valor,Banca Privada,Oficina Banca Privada Pardo y Aliaga,Lima,Agencia Banca Privada Pardo Y Aliaga,Ejecutivos,CX625adhe,75299291450T4,118.205.4.70,av Pardo y Aliaga 652 2 P,San Isidro,Lima,Lima,Lexmark,Contrato 2021
91,Negocio Individuos Alto Valor,Banca Privada,Oficina Banca Privada Pardo y Aliaga,Lima,Agencia Banca Privada Pardo Y Aliaga,Sub Gerencia,MX722adhe,746410202417B,118.205.4.68,av Pardo y Aliaga 652 2 P,San Isidro,Lima,Lima,Lexmark,Contrato 2021
91,Negocio Individuos Alto Valor,Banca Privada,Oficina Banca Privada Pardo y Aliaga,Lima,Agencia Banca Privada Pardo Y Aliaga,Recepcion,MX722adhe,746410202416N,118.205.4.69,av Pardo y Aliaga 652 2 P,San Isidro,Lima,Lima,Lexmark,Contrato 2021
94,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Real Plaza Salaverry,Sub Gerencia,MX722adhe,746410202418N,118.205.98.68,av Salaverry 2370,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
94,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Real Plaza Salaverry,Banca Comercial,MX722adhe,74641020241CW,118.205.98.69,av Salaverry 2370,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
101,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Camana,Plataforma,MX722adhe,74641030241ZF,118.205.100.68,av Emancipacion 200,Lima,Lima,Lima,Lexmark,Contrato 2021
101,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Camana,Plataforma,MX722adhe,746410302421R,118.205.100.69,av Emancipacion 200,Lima,Lima,Lima,Lexmark,Contrato 2021
102,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Callao,Plataforma,MX722adhe,74641101246C3,118.205.102.68,av Saenz Pena 323,Callao,Callao,Lima,Lexmark,Contrato 2021
102,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Callao,Plataforma,MX722adhe,746411112478D,118.205.102.69,av Saenz Pena 323,Callao,Callao,Lima,Lexmark,Contrato 2021
103,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Capon,Plataforma,MX722adhe,7464049023WWK,118.205.104.68,Jr Ucayali 735,La Victoria,Lima,Lima,Lexmark,Contrato 2021
103,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Capon,Plataforma,MX722adhe,7464049023WWL,118.205.104.69,Jr Ucayali 735,La Victoria,Lima,Lima,Lexmark,Contrato 2021
106,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia El Remanso,Sala Prime,MX432adwe,701941340M407,118.205.108.69,av Raul Ferrero 1292 Urb el Remanso,La Molina,Lima,Lima,Lexmark,Contrato 2021
106,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia El Remanso,Sub Gerencia,MX722adhe,746410202417H,118.205.108.68,av Raul Ferrero 1292 Urb el Remanso,La Molina,Lima,Lima,Lexmark,Contrato 2021
106,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia El Remanso,Banca Negocio,MX722adhe,7464102024187,118.205.108.70,av Raul Ferrero 1292 Urb el Remanso,La Molina,Lima,Lima,Lexmark,Contrato 2021
107,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Faucett,Sub Gerencia,MX722adhe,746410202418D,118.205.110.68,av Faucett 216,San Miguel,Lima,Lima,Lexmark,Contrato 2021
107,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Faucett,Comercial,MX722adhe,746410202419D,118.205.110.69,av Faucett 216,San Miguel,Lima,Lima,Lexmark,Contrato 2021
108,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Brena,Sub Gerencia,MX722adhe,74641101246D8,118.205.112.68,Jr Huaraz 1600,Breña,Lima,Lima,Lexmark,Contrato 2021
108,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Brena,Ventanilla,MX722adhe,746411112476Y,118.205.112.69,Jr Huaraz 1600,Breña,Lima,Lima,Lexmark,Adenda 5
109,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia La Molina,Sub Gerencia,MX722adhe,7464111124777,118.205.114.68,av la Molina 746,La Molina,Lima,Lima,Lexmark,Contrato 2021
109,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia La Molina,Ventanilla,MX722adhe,74641101246KT,118.205.114.69,av la Molina 746,La Molina,Lima,Lima,Lexmark,Adenda 5
111,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Los Olivos,Sub Gerencia,MX722adhe,7464049023WXG,118.205.118.68,Alfredo Mendiola 3685,Los Olivos,Lima,Lima,Lexmark,Adenda 5
111,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Los Olivos,Plataforma,MX722adhe,7464049023WXX,118.205.118.69,Alfredo Mendiola 3685,Los Olivos,Lima,Lima,Lexmark,Contrato 2021
112,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia México,Plataforma,MX722adhe,746410302420V,118.205.120.68,av Mexico 568,La Victoria,Lima,Lima,Lexmark,Contrato 2021
112,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia México,Plataforma,MX722adhe,74641030241ZC,118.205.120.69,av Mexico 568,La Victoria,Lima,Lima,Lexmark,Contrato 2021
113,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Ingenieria,Sub Gerencia,MX722adhe,74641101246DX,118.205.122.68,Alfredo Mendiola 300,San Martin de Porres,Lima,Lima,Lexmark,Contrato 2021
113,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Ingenieria,Plataforma,MX722adhe,746411112474K,118.205.122.69,Alfredo Mendiola 300,San Martin de Porres,Lima,Lima,Lexmark,Adenda 5
114,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Barranco,Banca Personal,MX522adhe,701701030LHZL,118.205.124.70,av Grau 414,Barranco,Lima,Lima,Lexmark,Adenda 5
114,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Barranco,Sub Gerencia,MX722adhe,74641101246BY,118.205.124.68,av Grau 414,Barranco,Lima,Lima,Lexmark,Adenda 5
114,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Barranco,Banca Personal,MX722adhe,74641101246LX,118.205.124.69,av Grau 414,Barranco,Lima,Lima,Lexmark,Contrato 2021
115,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia La Victoria,Sub Gerencia,MX722adhe,7464103024211,118.205.126.68,av Manco Capac 300,La Victoria,Lima,Lima,Lexmark,Adenda 5
115,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia La Victoria,Jefe de Atencion al cliente,MX722adhe,74641020241CV,118.205.126.70,av Manco Capac 300,La Victoria,Lima,Lima,Lexmark,Adenda 5
116,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Comas,Sub Gerencia,MS826de,40649370197T8,118.205.128.68,AV TUPAC AMARU 1175,Comas,Lima,Lima,Lexmark,Contrato 2021
116,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Comas,Banca Negocio,MX722adhe,74641020241CB,118.205.128.69,AV TUPAC AMARU 1175,Comas,Lima,Lima,Lexmark,Adenda 5
117,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Larco Tarata,Sala Prime,MX432adwe,701941340M3ZY,118.205.6.70,av Larco 631,Miraflores,Lima,Lima,Lexmark,Contrato 2021
117,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Larco Tarata,Plataforma,MX722adhe,7464049023WWD,118.205.6.68,av Larco 631,Miraflores,Lima,Lima,Lexmark,Adenda 5
117,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Larco Tarata,Plataforma,MX722adhe,7464049023WVF,118.205.6.69,av Larco 631,Miraflores,Lima,Lima,Lexmark,Contrato 2021
118,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Bolivar,Sala Prime,MX522adhe,701701130LPNX,118.205.130.69,Av Bolivar 1188 1190,Pueblo Libre,Lima,Lima,Lexmark,Adenda 5
118,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Bolivar,Sub Gerencia,MX722adhe,74641111247BX,118.205.130.68,Av Bolivar 1188 1190,Pueblo Libre,Lima,Lima,Lexmark,Adenda 5
119,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia San Antonio,Sub Gerencia,MX722adhe,7464049023WVZ,118.205.132.68,av 28 de Julio 1297,Miraflores,Lima,Lima,Lexmark,Adenda 5
119,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia San Antonio,Comercial,MX722adhe,7464049023WX4,118.205.132.69,av 28 de Julio 1297,Miraflores,Lima,Lima,Lexmark,Contrato 2021
120,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Universidad Catolica,Sala Prime,MX522adhe,701701130LPBV,118.205.134.69,Av Universitaria Cdra 18,San Miguel,Lima,Lima,Lexmark,Adenda 5
120,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Universidad Catolica,Sub Gerencia,MX722adhe,7464049023X2M,118.205.134.68,Av Universitaria Cdra 18,San Miguel,Lima,Lima,Lexmark,Adenda 5
120,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Universidad Catolica,Sala Prime,MX722adhe,74641030241YP,118.205.134.70,Av Universitaria Cdra 18,San Miguel,Lima,Lima,Lexmark,Adenda 5
121,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Club Regatas Lima,Plataforma,MX722adhe,74641020241CD,118.205.136.68,Av Chachi Dibos,Chorrillos,Lima,Lima,Lexmark,Adenda 5
121,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Club Regatas Lima,Plataforma,MX722adhe,74641020241D7,118.205.136.69,Av Chachi Dibos,Chorrillos,Lima,Lima,Lexmark,Adenda 5
122,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Magdalena,Sub Gerencia,MX722adhe,74641101246HX,118.205.138.68,JR FRANCISCO BOLOGNESI 399,Magdalena,Lima,Lima,Lexmark,Adenda 5
122,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Magdalena,Plataforma,MX722adhe,746411112475B,118.205.138.69,JR FRANCISCO BOLOGNESI 399,Magdalena,Lima,Lima,Lexmark,Adenda 5
123,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Camino Real,Sala Prime,MX522adhe,701701030LK93,118.205.140.70,av Camino Real 355,San Isidro,Lima,Lima,Lexmark,Adenda 5
123,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Camino Real,Plataforma,MX722adhe,7464049023WWC,118.205.140.68,av Camino Real 355,San Isidro,Lima,Lima,Lexmark,Contrato 2021
123,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Camino Real,Gerencia,MX722adhe,7464049023WY0,118.205.140.69,av Camino Real 355,San Isidro,Lima,Lima,Lexmark,Adenda 5
126,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Colmena,Sub Gerencia,MX722adhe,7464102024162,118.205.8.68,av Nicolas de Pierola 649,Lima,Lima,Lima,Lexmark,Contrato 2021
126,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Colmena,Plataforma,MX722adhe,74641020241CC,118.205.8.69,av Nicolas de Pierola 649,Lima,Lima,Lima,Lexmark,Adenda 5
127,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Minka,Sub Gerencia,MX722adhe,74641101246L8,118.205.146.68,Pabellon 4,Callao,Callao,Lima,Lexmark,Contrato 2021
127,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Minka,Gerencia,MX722adhe,7464111124799,118.205.146.69,Pabellon 4,Callao,Callao,Lima,Lexmark,Contrato 2021
128,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Las Flores,Comercial,MX722adhe,74641020241D8,118.205.148.68,av Proceres de la Independ 1643,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
128,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Las Flores,Comercial,MX722adhe,74641050242R8,118.205.148.69,av Proceres de la Independ 1643,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
129,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Vitarte,Comercial,MX722adhe,74641101246HR,118.205.150.68,Jr Progreso 102,Ate,Lima,Lima,Lexmark,Contrato 2021
129,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Vitarte,Gerencia,MX722adhe,74641101246CH,118.205.150.69,Jr Progreso 102,Ate,Lima,Lima,Lexmark,Contrato 2021
130,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Lima,Sub Gerencia,MX722adhe,746410202416V,118.205.152.68,Jr Carabaya 841,Lima,Lima,Lima,Lexmark,Adenda 5
130,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Lima,Plataforma,MX722adhe,7464049023WY4,118.205.152.69,Jr Carabaya 841,Lima,Lima,Lima,Lexmark,Contrato 2021
130,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Lima,Plataforma,MX722adhe,7464049023WXP,118.205.152.70,Jr Carabaya 841,Lima,Lima,Lima,Lexmark,Contrato 2021
131,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Nicolas Arriola 1,Plataforma,MX722adhe,74641050242WC,118.205.154.68,av Nicolas Arriola 607,La Victoria,Lima,Lima,Lexmark,Adenda 5
131,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Nicolas Arriola 1,Plataforma,MX722adhe,746410202415H,118.205.154.69,av Nicolas Arriola 607,La Victoria,Lima,Lima,Lexmark,Contrato 2021
133,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Villa Maria De Triunfo,Sub Gerencia,MX722adhe,74641101246CL,118.205.158.68,av Pachacutec 2101,Villa Maria del Triunfo,Lima,Lima,Lexmark,Contrato 2021
133,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Villa Maria De Triunfo,Plataforma,MX722adhe,74641101246BV,118.205.158.69,av Pachacutec 2101,Villa Maria del Triunfo,Lima,Lima,Lexmark,Adenda 5
135,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia San Juan De Miraflores,Plataforma,MX722adhe,746411112474V,118.205.160.68,av de los Heroes 502,San Juan de Miraflores,Lima,Lima,Lexmark,Adenda 5
135,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia San Juan De Miraflores,Comercial,MX722adhe,7464111124756,118.205.160.69,av de los Heroes 502,San Juan de Miraflores,Lima,Lima,Lexmark,Adenda 5
136,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Salamanca,Sub Gerencia,MX722adhe,74641111247BR,118.205.162.68,Av Paracas 203 Urb Salamanca,Ate,Lima,Lima,Lexmark,Contrato 2021
136,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Salamanca,Banca Negocio,MX722adhe,746411112479Z,118.205.162.69,Av Paracas 203 Urb Salamanca,Ate,Lima,Lima,Lexmark,Contrato 2021
137,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Villa Marina,Plataforma,MX722adhe,74641030241ZK,118.205.164.68,av Guardia Civil 152 156,Chorrillos,Lima,Lima,Lexmark,Contrato 2021
137,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Villa Marina,Gerencia,MX722adhe,746410302420C,118.205.164.69,av Guardia Civil 152 156,Chorrillos,Lima,Lima,Lexmark,Contrato 2021
138,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Cc Aurora,Sala Prime,MX432adwe,701941340M406,118.205.166.70,c Luis Arias Schereiber 215 217,Miraflores,Lima,Lima,Lexmark,Contrato 2021
138,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Cc Aurora,Plataforma,MX722adhe,7464049023X1V,118.205.166.68,c Luis Arias Schereiber 215 217,Miraflores,Lima,Lima,Lexmark,Contrato 2021
138,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Cc Aurora,Plataforma,MX722adhe,74641020241CR,118.205.166.69,c Luis Arias Schereiber 215 217,Miraflores,Lima,Lima,Lexmark,Contrato 2021
139,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Zarate,Plataforma,MX722adhe,7464049023X0D,118.205.168.68,av Gran Chimu 399 Urb Zarate,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
139,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Zarate,Sub Gerencia,MX722adhe,7464049023X0T,118.205.168.69,av Gran Chimu 399 Urb Zarate,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
140,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Jesus Maria,Plataforma,MX722adhe,746410202415X,118.205.170.68,av Republica Dominicana 355 359,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
140,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Jesus Maria,Sub Gerencia,MX722adhe,74641050242T0,118.205.170.69,av Republica Dominicana 355 359,Jesus Maria,Lima,Lima,Lexmark,Contrato 2021
141,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Avenida Peru,Sub Gerencia,MX722adhe,746411112477W,118.205.172.68,av Peru 3442-3444,San Martin de Porres,Lima,Lima,Lexmark,Contrato 2021
141,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Avenida Peru,Plataforma,MX722adhe,7464111124786,118.205.172.69,av Peru 3442-3444,San Martin de Porres,Lima,Lima,Lexmark,Contrato 2021
142,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Cc San Isidro,Sub Gerencia,MX722adhe,74641050242TR,118.205.174.68,av Rivera Navarrete 815,San Isidro,Lima,Lima,Lexmark,Contrato 2021
142,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia Cc San Isidro,Plataforma,MX722adhe,74641030241Z1,118.205.174.69,av Rivera Navarrete 815,San Isidro,Lima,Lima,Lexmark,Contrato 2021
143,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Victor A Belaunde,Plataforma,MX722adhe,7464102024192,118.205.176.68,AV TUPAC AMARU 3046,Comas,Lima,Lima,Lexmark,Contrato 2021
143,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Victor A Belaunde,Gerencia,MX722adhe,7464102024194,118.205.176.69,AV TUPAC AMARU 3046,Comas,Lima,Lima,Lexmark,Contrato 2021
144,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Gamarra,Plataforma,MX722adhe,74641050242RH,118.205.178.68,Prolong Unanue 1599,La Victoria,Lima,Lima,Lexmark,Contrato 2021
144,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Gamarra,Plataforma,MX722adhe,74641020241BD,118.205.178.69,Prolong Unanue 1599,La Victoria,Lima,Lima,Lexmark,Contrato 2021
145,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Rinconada,Ventanilla,MX722adhe,746411112477K,118.205.180.68,av la Universidad 1810,La Molina,Lima,Lima,Lexmark,Contrato 2021
145,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Rinconada,Comercial,MX722adhe,746411112475L,118.205.180.69,av la Universidad 1810,La Molina,Lima,Lima,Lexmark,Contrato 2021
146,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Puruchuco,Sub Gerencia,MX722adhe,746411112479R,118.205.182.68,av Nicolas Ayllon 4770,Ate,Lima,Lima,Lexmark,Contrato 2021
146,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Puruchuco,Gerencia,MX722adhe,746411112477P,118.205.182.69,av Nicolas Ayllon 4770,Ate,Lima,Lima,Lexmark,Contrato 2021
147,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Arenales,Sala Prime,MX522adhe,701701030LK91,118.205.184.69,av Arenales 701,Lima,Lima,Lima,Lexmark,Contrato 2021
147,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Arenales,Territorial,MX522adhe,701701030LHZ4,118.205.184.71,av Arenales 701,Lima,Lima,Lima,Lexmark,Contrato 2021
147,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Arenales,Sub Gerencia,MX722adhe,74641020241D2,118.205.184.68,av Arenales 701,Lima,Lima,Lima,Lexmark,Contrato 2021
147,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Arenales,Sala Prime,MX722adhe,74641050242T3,118.205.184.70,av Arenales 701,Lima,Lima,Lima,Lexmark,Contrato 2021
148,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Cc Sucre,Sub Gerencia,MX722adhe,74641101246FH,118.205.186.68,JR LEGUIA Y MELENDEZ 998,Pueblo Libre,Lima,Lima,Lexmark,Contrato 2021
148,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Cc Sucre,Plataforma,MX722adhe,74641101246FK,118.205.186.69,JR LEGUIA Y MELENDEZ 998,Pueblo Libre,Lima,Lima,Lexmark,Contrato 2021
150,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc Higuereta,Sub Gerencia,MX722adhe,74641020241B2,118.205.190.68,av Benavides 3501,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
150,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc Higuereta,Gerencia,MX722adhe,746410202417L,118.205.190.69,av Benavides 3501,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
151,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Maranga,Sub Gerencia,MX722adhe,746410302420B,118.205.192.68,av la Marina 2671,San Miguel,Lima,Lima,Lexmark,Contrato 2021
151,Banca Comercial,Gt Callao San Miguel,Gt Callao San Miguel,Lima,Agencia Maranga,Plataforma,MX722adhe,74641050242T2,118.205.192.69,av la Marina 2671,San Miguel,Lima,Lima,Lexmark,Contrato 2021
152,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Borja,Sala Prime,MX522adhe,701701030LK70,118.205.194.69,av Aviacion 2465 2467,San Borja,Lima,Lima,Lexmark,Contrato 2021
152,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Borja,Sub Gerencia,MX722adhe,7464111124783,118.205.194.68,av Aviacion 2465 2467,San Borja,Lima,Lima,Lexmark,Contrato 2021
152,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Borja,Plataforma,MX722adhe,7464111124744,118.205.194.70,av Aviacion 2465 2467,San Borja,Lima,Lima,Lexmark,Contrato 2021
