VLAN_CODE,VLAN_NAME,IP,MODELO,SERIE,UBICACION,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,TIPO
228,228 - Ag. Juliaca,118.205.24.69,MX722adhe,74641050242VR,Comercial,Jr San Roman 441,Juliaca,San Roman,Puno,Contrato 2021
228,228 - Ag. Juliaca,118.205.24.70,MX722adhe,74641050242V3,Creditos,Jr San Roman 441,Juliaca,San Roman,Puno,Contrato 2021
229,229 - Ag. Puno,118.206.40.68,MX722adhe,74641050242VD,Atencion al Cliente,Jr Lima 400,Puno,Puno,Puno,Contrato 2021
229,229 - Ag. Puno,118.206.40.69,MX722adhe,74641020241CN,Atencion al Cliente,Jr Lima 400,Puno,Puno,Puno,Contrato 2021
231,231 - Ag. Ilo,118.206.42.68,MX722adhe,746410202418Z,Plataforma,Psje Malatesta 103,Ilo,Ilo,Moquegua,Contrato 2021
231,231 - Ag. Ilo,118.206.42.69,MX722adhe,7464102024195,Plataforma,Psje Malatesta 103,Ilo,Ilo,Moquegua,Contrato 2021
232,232 - Ag. Tacna,118.205.26.72,MX432adwe,701934240K1ZR,Sala Prime,av San Martin 665,Tacna,Tacna,Tacna,Contrato 2021
232,232 - Ag. Tacna,118.205.26.68,MX722adhe,746410202418P,Sub Gerencia,av San Martin 665,Tacna,Tacna,Tacna,Contrato 2021
232,232 - Ag. Tacna,118.205.26.69,MX722adhe,746410202419H,Banca Personal,av San Martin 665,Tacna,Tacna,Tacna,Contrato 2021
232,232 - Ag. Tacna,118.205.26.70,MX722adhe,74641050242WH,Banca Personal,av San Martin 665,Tacna,Tacna,Tacna,Contrato 2021
232,232 - Ag. Tacna,118.205.26.71,MX722adhe,74641050242TH,Atencion al Cliente,av San Martin 665,Tacna,Tacna,Tacna,Contrato 2021
233,233 - Ag. 7 de Junio,118.206.44.68,MX722adhe,74641050242T9,Sub Gerencia,Jr 7 Junio 201,Calleria,Coronel Portillo,Ucayali,Contrato 2021
233,233 - Ag. 7 de Junio,118.206.44.69,MX722adhe,74641050242R0,Plataforma,Jr 7 Junio 201,Calleria,Coronel Portillo,Ucayali,Contrato 2021
234,234 - Ag. Pque Industrial VES,118.206.46.68,MX722adhe,74641101246FT,Sub Gerencia,Pqe Industrial Cono Sur,Villa El Salvador,Lima,Lima,Contrato 2021
234,234 - Ag. Pque Industrial VES,118.206.46.69,MX722adhe,74641101246CB,Gerencia,Pqe Industrial Cono Sur,Villa El Salvador,Lima,Lima,Contrato 2021
235,235 - Ag. Huancayo,118.205.28.72,MX432adwe,701934240K203,Sala Prime,c Real 631 639,Huancayo,Huancayo,Junin,Contrato 2021
235,235 - Ag. Huancayo,118.205.28.73,MX522adhe,701701030LHZV,Gerencia Territorial,c Real 631 639,Huancayo,Huancayo,Junin,Contrato 2021
235,235 - Ag. Huancayo,118.205.28.68,MX722adhe,7464102024191,Sub Gerencia,c Real 631 639,Huancayo,Huancayo,Junin,Contrato 2021
235,235 - Ag. Huancayo,118.205.28.69,MX722adhe,746410202416P,Gerencia,c Real 631 639,Huancayo,Huancayo,Junin,Contrato 2021
235,235 - Ag. Huancayo,118.205.28.70,MX722adhe,746410202416H,Gerencia,c Real 631 639,Huancayo,Huancayo,Junin,Contrato 2021
236,236 - Ag. La Oroya,118.206.48.68,MX722adhe,746410302420Y,Operaciones,av Horacio Zevallos 406,La Oroya,Yauli,Junin,Contrato 2021
236,236 - Ag. La Oroya,118.206.48.69,MX722adhe,746410302421C,Banca Empresa,av Horacio Zevallos 406,La Oroya,Yauli,Junin,Contrato 2021
237,237 - Ag. El Tambo,118.206.50.68,MX722adhe,7464102024178,Operaciones,av Mariscal Castilla 1610,El Tambo,Huancayo,Junin,Contrato 2021
237,237 - Ag. El Tambo,118.206.50.69,MX722adhe,746410202415V,Analista,av Mariscal Castilla 1610,El Tambo,Huancayo,Junin,Contrato 2021
238,238 - Ag. La Merced,118.206.52.68,MX722adhe,74641050242RB,Operaciones,Jr Tarma 444 La Merced,Chanchamayo,Chanchamayo,Junin,Contrato 2021
238,238 - Ag. La Merced,118.206.52.69,MX722adhe,74641050242T1,Banca Empresa,Jr Tarma 444 La Merced,Chanchamayo,Chanchamayo,Junin,Contrato 2021
239,239 - Ag. Banca Empresa Arequipa,118.205.0.73,MX722adhe,7464939022R1C,Banca Empresa,San Francisco 108 2 P,Arequipa,Arequipa,Arequipa,Contrato 2021
239,239 - Ag. Banca Empresa Arequipa,118.205.0.74,MX722adhe,7464049023WZK,Banca Empresa,San Francisco 108 2 P,Arequipa,Arequipa,Arequipa,Contrato 2021
240,240 - Ag. Ica,118.206.54.68,MX722adhe,74641111247C1,Plataforma,Jr Libertad 141 165,Ica,Ica,Ica,Contrato 2021
240,240 - Ag. Ica,118.206.54.70,MX722adhe,74641020241BH,Comercial,Jr Libertad 141 165,Ica,Ica,Ica,Contrato 2021
240,240 - Ag. Ica,118.206.54.69,MX722adhe,74641050242V1,Comercial,Jr Libertad 141 165,Ica,Ica,Ica,Contrato 2021
241,241 - Ag. Pisco,118.206.56.68,MX722adhe,746410202419W,Operaciones,c Perez Figuerola 194,Pisco,Pisco,Ica,Contrato 2021
241,241 - Ag. Pisco,118.206.56.69,MX722adhe,746410202419X,Plataforma,c Perez Figuerola 194,Pisco,Pisco,Ica,Contrato 2021
242,242 - Ag. Damero Gamarra,118.206.58.68,MX722adhe,74641050242RW,Ventanilla,av 28 de Julio 2498,La Victoria,Lima,Lima,Contrato 2021
242,242 - Ag. Damero Gamarra,118.206.58.69,MX722adhe,74641030241ZB,Plataforma,av 28 de Julio 2498,La Victoria,Lima,Lima,Contrato 2021
244,244 - Ag. Hipolito Unanue,118.206.60.68,MX722adhe,746410202416X,Plataforma,Jr Hipolito Unanue 1616 1620,La Victoria,Lima,Lima,Contrato 2021
244,244 - Ag. Hipolito Unanue,118.206.60.69,MX722adhe,74641050242W1,Sub Gerencia,Jr Hipolito Unanue 1616 1620,La Victoria,Lima,Lima,Contrato 2021
245,245 - Ag. Miraflores ( Piura ),118.206.62.70,MX432adwe,701934240K209,Sala Prime,Av Ramon Mujica 108A,Piura,Piura,Piura,Contrato 2021
245,245 - Ag. Miraflores ( Piura ),118.206.62.68,MX722adhe,74641050242R3,Sub Gerencia,Av Ramon Mujica 108A,Piura,Piura,Piura,Contrato 2021
245,245 - Ag. Miraflores ( Piura ),118.206.62.69,MX722adhe,74641050242R4,Plataforma,Av Ramon Mujica 108A,Piura,Piura,Piura,Contrato 2021
246,246 - Ag. Husares de Junin,118.206.64.70,MX432adwe,701941340M40D,Sala Prime,av Husares de Junin 896,Trujillo,Trujillo,La Libertad,Contrato 2021
246,246 - Ag. Husares de Junin,118.206.64.68,MX722adhe,746410302421V,Atencion Al Cliente,av Husares de Junin 896,Trujillo,Trujillo,La Libertad,Contrato 2021
246,246 - Ag. Husares de Junin,118.206.64.69,MX722adhe,746410302420X,Atencion Al Cliente,av Husares de Junin 896,Trujillo,Trujillo,La Libertad,Contrato 2021
247,247 - Ag. Chepen,118.206.66.68,MX722adhe,746410202416B,Atencion al Cliente,c San Pedro 101,Chepen,Chepen,La Libertad,Contrato 2021
247,247 - Ag. Chepen,118.206.66.69,MX722adhe,746410202417X,Atencion al Cliente,c San Pedro 101,Chepen,Chepen,La Libertad,Contrato 2021
248,248 - Ag. CC El Quinde Cajamarca,118.206.68.68,MX722adhe,74641020241C0,Sub Gerencia,Jr Sor Manuela Gil 151,Cajamarca,Cajamarca,Cajamarca,Contrato 2021
248,248 - Ag. CC El Quinde Cajamarca,118.206.68.69,MX722adhe,746410202418H,Plataforma,Jr Sor Manuela Gil 151,Cajamarca,Cajamarca,Cajamarca,Contrato 2021
249,249 - Ag. Trujillo,118.205.2.72,MX432adwe,701941340M3ZP,Sala Prime,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
249,249 - Ag. Trujillo,118.205.2.68,MX722adhe,7464103024219,Atencion al Cliente,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
249,249 - Ag. Trujillo,118.205.2.69,MX722adhe,74641030241Z3,Atencion Al Cliente,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
249,249 - Ag. Trujillo,118.205.2.70,MX722adhe,746410302420R,Atencion al Cliente,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
249,249 - Ag. Trujillo,118.205.2.71,MX722adhe,7464102024176,Atencion al Cliente,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
249,249 - Ag. Trujillo,118.205.224.68,MX522adhe,701701130LPCZ,Fundo Camposol Viru,Jr Francisco Pizarro 620,Viru,Trujillo,La Libertad,Contrato 2021
250,250 - Ag. Primavera,118.206.70.68,MX722adhe,746410202415D,Plataforma,av Nicolas de Pierola 766,Trujillo,Trujillo,La Libertad,Contrato 2021
250,250 - Ag. Primavera,118.206.70.69,MX722adhe,74641020241CL,Plataforma,av Nicolas de Pierola 766,Trujillo,Trujillo,La Libertad,Contrato 2021
251,251 - Ag. Mcdo Mayorista,118.206.72.68,MX722adhe,746410302420M,Atencion Al Cliente,av Vallejo 268,Trujillo,Trujillo,La Libertad,Contrato 2021
251,251 - Ag. Mcdo Mayorista,118.206.72.69,MX722adhe,746410302421F,Atencion Al Cliente,av Vallejo 268,Trujillo,Trujillo,La Libertad,Contrato 2021
252,252 - Ag. Mall Aventura Plaza,118.206.74.68,MX722adhe,74641101246DB,Sub Gerencia,Av Oscar R Benavides 3866,Bellavista,Callao,Callao,Contrato 2021
252,252 - Ag. Mall Aventura Plaza,118.206.74.69,MX722adhe,746411112474T,Plataforma,Av Oscar R Benavides 3866,Bellavista,Callao,Callao,Contrato 2021
253,253 - Ag. Real Plaza Pro,118.206.76.68,MX722adhe,746410202416C,Plataforma,av Alfredo Mendiola 7058,San Martin De Porres,Lima,Lima,Contrato 2021
254,254 - Ag. Larco Trujillo,118.206.78.68,MX722adhe,74641030241ZX,Sub Gerencia,av Larco 261,Trujillo,Trujillo,La Libertad,Contrato 2021
254,254 - Ag. Larco Trujillo,118.206.78.69,MX722adhe,746410302421K,Atencion al Cliente,av Larco 261,Trujillo,Trujillo,La Libertad,Contrato 2021
256,256 - Ag. El Muro,118.206.80.68,MX722adhe,746411112476C,Sub Gerencia,Av Wiesse Tienda Programa,San Juan de Lurigancho,Lima,Lima,Contrato 2021
256,256 - Ag. El Muro,118.206.80.69,MX722adhe,746411112477Y,Banca Negocio,Av Wiesse Tienda Programa,San Juan de Lurigancho,Lima,Lima,Contrato 2021
257,257 - Ag. Gran Chimu,118.206.82.69,MX432adwe,701934240K1YC,Sala Prime,av Gran Chimu 789 Urb Zarate,San Juan de Lurigancho,Lima,Lima,Contrato 2021
257,257 - Ag. Gran Chimu,118.206.82.68,MX722adhe,74641050242TD,Sub Gerencia,av Gran Chimu 789 Urb Zarate,San Juan de Lurigancho,Lima,Lima,Contrato 2021
258,258 - Ag. Larapa,118.206.84.68,MX722adhe,7464939022P45,Atencion al Cliente,URB CACHIMAYO C 21 A SAN SEBASTIAN,San Jeronimo,Cusco,Cusco,Contrato 2021
258,258 - Ag. Larapa,118.206.84.69,MX722adhe,7464939022PTR,Atencion al Cliente,URB CACHIMAYO C 21 A SAN SEBASTIAN,San Jeronimo,Cusco,Cusco,Contrato 2021
259,259 - Ag. CC Canta Callao,118.206.86.68,MX722adhe,746411112478W,Sub Gerencia,av Canta Callao Esq Bertello,Callao,Callao,Lima,Contrato 2021
259,259 - Ag. CC Canta Callao,118.206.86.69,MX722adhe,746411112476Z,Plataforma,av Canta Callao Esq Bertello,Callao,Callao,Lima,Contrato 2021
260,260 - Ag. Huaraz,118.206.88.68,MX722adhe,7464049023WX0,Operaciones,c 2 Esq Jr Jose Sucre,Huaraz,Huaraz,Ancash,Contrato 2021
260,260 - Ag. Huaraz,118.206.88.69,MX722adhe,7464939022PCH,Comercial,c 2 Esq Jr Jose Sucre,Huaraz,Huaraz,Ancash,Contrato 2021
261,261 - Ag. CC Mall del Sur,118.206.90.68,MX722adhe,7464049023X24,Sub Gerencia,av Los Lirios 301,San Juan de Miraflores,Lima,Lima,Contrato 2021
261,261 - Ag. CC Mall del Sur,118.206.90.69,MX722adhe,74641141248L8,Plataforma,av Los Lirios 301,San Juan de Miraflores,Lima,Lima,Contrato 2021
262,262 - Ag. La Planicie,118.206.92.68,MX722adhe,74641020241CX,Sub Gerencia,av Ricardo Elias Aparicio 675,La Molina,Lima,Lima,Contrato 2021
262,262 - Ag. La Planicie,118.206.92.69,MX722adhe,7464049023X0V,Operaciones,av Ricardo Elias Aparicio 675,La Molina,Lima,Lima,Contrato 2021
263,263 - Ag. Puerto Maldonado,118.206.94.68,MX722adhe,74641050242VC,Operaciones,Jr Arequipa 245 249,Tambopata,Tambopata,Madre De Dios,Contrato 2021
263,263 - Ag. Puerto Maldonado,118.206.94.69,MX722adhe,74641050242TT,Operaciones,Jr Arequipa 245 249,Tambopata,Tambopata,Madre De Dios,Contrato 2021
264,264 - Ag. Chancay,118.206.96.68,MX722adhe,74641030241ZZ,Sub Gerencia,c Diego Lopez de Zuniga 262,Chancay,Huaral,Lima,Contrato 2021
264,264 - Ag. Chancay,118.206.96.69,MX722adhe,74641030241YY,Ventanilla,c Diego Lopez de Zuniga 262,Chancay,Huaral,Lima,Contrato 2021
265,265 - Ag. Tumbes,118.206.98.68,MX722adhe,74641050242V4,Sub Gerencia,paseo los Libertadores 237,Tumbes,Tumbes,Tumbes,Contrato 2021
265,265 - Ag. Tumbes,118.206.98.69,MX722adhe,74641050242R9,Plataforma,paseo los Libertadores 237,Tumbes,Tumbes,Tumbes,Contrato 2021
266,266 - Ag. Real Plaza Huancayo,118.206.100.68,MX722adhe,74641050242VZ,Operaciones,ESTACION FERROVIARIA HUANCAYO S/N,Huancayo,Huancayo,Junin,Contrato 2021
266,266 - Ag. Real Plaza Huancayo,118.206.100.69,MX722adhe,7464049023WYC,Ventanilla,Estacion Ferroviaria Huancayo S/N,Huancayo,Huancayo,Junin,Contrato 2021
267,267 - Ag. Piura,118.205.30.68,MX722adhe,746410302421W,Sub Gerencia,c Tacna 598 Ayacucho 440,Piura,Piura,Piura,Contrato 2021
267,267 - Ag. Piura,118.205.30.69,MX722adhe,74641050242TK,Plataforma,c Tacna 598 Ayacucho 440,Piura,Piura,Piura,Contrato 2021
267,267 - Ag. Piura,118.205.30.70,MX722adhe,7464103024220,Ventanilla,c Tacna 598 Ayacucho 440,Piura,Piura,Piura,Contrato 2021
267,267 - Ag. Piura,118.205.30.71,MX722adhe,74641050242RR,Banqueros,c Tacna 598 Ayacucho 440,Piura,Piura,Piura,Contrato 2021
268,268 - Ag. Mcdo Modelo Piura,118.206.102.68,MX722adhe,7464102024161,Atencion al Cliente,av Sanchez Cerro 1234,Piura,Piura,Piura,Contrato 2021
268,268 - Ag. Mcdo Modelo Piura,118.206.102.69,MX722adhe,74641020241DC,Atencion al Cliente,av Sanchez Cerro 1234,Piura,Piura,Piura,Contrato 2021
269,269 - Ag. El Agustino,118.206.104.68,MX722adhe,746410202417W,Plataforma,av Riva Aguero 1400,El Agustino,Lima,Lima,Contrato 2021
269,269 - Ag. El Agustino,118.206.104.69,MX722adhe,746410202418X,Gerencia,av Riva Aguero 1400,El Agustino,Lima,Lima,Contrato 2021
270,270 - Ag. Talara,118.206.106.68,MX722adhe,7464102024168,Sub Gerencia,Centro Civico 159,Pariñas,Talara,Piura,Contrato 2021
270,270 - Ag. Talara,118.206.106.69,MX722adhe,74641050242RV,Plataforma,Centro Civico 159,Pariñas,Talara,Piura,Contrato 2021
271,271 - Ag. Paita Piura,118.206.108.68,MX722adhe,746410202415R,Plataforma,Jr Junin 263,Paita,Paita,Piura,Contrato 2021
271,271 - Ag. Paita Piura,118.206.108.69,MX722adhe,746410202415L,Plataforma,Jr Junin 263,Paita,Paita,Piura,Contrato 2021
272,272 - Ag. Nuevo Chimbote,118.206.110.68,MX722adhe,7464111124770,Operaciones,Prog Vivienda 1era Etapa Unid U1,Nuevo Chimbote,Santa,Ancash,Contrato 2021
272,272 - Ag. Nuevo Chimbote,118.206.110.69,MX722adhe,7464049023WXR,Gerencia,Prog Vivienda 1era Etapa Unid U1,Nuevo Chimbote,Santa,Ancash,Contrato 2021
273,273 - Ag. Huaral,118.206.112.68,MX722adhe,7464103024213,Ventanilla,c Derecha 370,Huaral,Huaral,Lima,Contrato 2021
273,273 - Ag. Huaral,118.206.112.69,MX722adhe,74641030241ZG,Comercial,c Derecha 370,Huaral,Huaral,Lima,Contrato 2021
274,274 - Ag. Sullana,118.206.114.68,MX722adhe,74641050242TL,Atencion al Cliente,Jr San Martin 900,Sullana,Sullana,Piura,Contrato 2021
274,274 - Ag. Sullana,118.206.114.69,MX722adhe,74641050242TC,Atencion al Cliente,Jr San Martin 900,Sullana,Sullana,Piura,Contrato 2021
275,275 - Ag. Huacho,118.206.116.68,MX722adhe,74641030241Z7,Sub Gerencia,av 28 de Julio 391,Huacho,Huaura,Lima,Contrato 2021
275,275 - Ag. Huacho,118.206.116.69,MX722adhe,74641050242W6,Plataforma,av 28 de Julio 391,Huacho,Huaura,Lima,Contrato 2021
276,276 - Ag. Barranca,118.206.118.68,MX722adhe,74641101246DP,Plataforma,av Jose Galvez 285,Barranca,Barranca,Lima,Contrato 2021
276,276 - Ag. Barranca,118.206.118.69,MX722adhe,74641101246FV,Banca Negocio,av Jose Galvez 285,Barranca,Barranca,Lima,Contrato 2021
277,277 - Ag. Cajamarca,118.206.120.68,MX722adhe,746410202417R,Banca Negocio,Jr Tarapaca 719 721,Cajamarca,Cajamarca,Cajamarca,Contrato 2021
277,277 - Ag. Cajamarca,118.206.120.69,MX722adhe,746410202419C,Banca Personal,Jr Tarapaca 719 721,Cajamarca,Cajamarca,Cajamarca,Contrato 2021
278,278 - Ag. Banca Empresa Piura,118.205.30.72,MX722adhe,7464103024228,Plataforma,c Tacna 598 Ayacucho 440 2 P,Piura,Piura,Piura,Contrato 2021
278,278 - Ag. Banca Empresa Piura,118.205.30.73,MX722adhe,746410202418W,Sub Gerencia,c Tacna 598 Ayacucho 440 2 P,Piura,Piura,Piura,Contrato 2021
279,279 - Ag. Banca Empresa Chiclayo,118.205.32.73,MX722adhe,74641050242W4,Atencion al Cliente,av Balta 651 2 P,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
280,280 - Ag. Banca Empresa Trujillo,118.205.2.75,MS826de,4064939019DLV,Banca Empresa,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
280,280 - Ag. Banca Empresa Trujillo,118.205.2.73,MX722adhe,7464103024212,Banca Empresa,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
280,280 - Ag. Banca Empresa Trujillo,118.205.2.74,MX722adhe,746410302421N,Banca Empresa,Jr Francisco Pizarro 620,Trujillo,Trujillo,La Libertad,Contrato 2021
281,281 - Ag. Jaen,118.206.122.68,MX722adhe,746410302421H,Sub Gerencia,c San Martin 1499,Jaen,Jaen,Cajamarca,Contrato 2021
281,281 - Ag. Jaen,118.206.122.69,MX722adhe,746410302420T,Banca Empresa,c San Martin 1499,Jaen,Jaen,Cajamarca,Contrato 2021
281,281 - Ag. Jaen,118.206.122.70,MX722adhe,7464049023WZH,Plataforma,c San Martin 1499,Jaen,Lima,Cajamarca,Contrato 2021
284,284 - Ag. Plaza Lima Norte,118.206.126.68,MX722adhe,746410202419T,Sub Gerencia,av Cruce Tomas Valle,Independencia,Lima,Lima,Contrato 2021
284,284 - Ag. Plaza Lima Norte,118.206.126.69,MX722adhe,746410202419V,Caja,av Cruce Tomas Valle,Independencia,Lima,Lima,Contrato 2021
285,285 - Ag. Chiclayo,118.205.32.74,MX722adhe,74641050242RC,Working Subdivisión,av Balta 651 2 P,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
285,285 - Ag. Chiclayo,118.205.32.72,MX432adwe,701934240K204,Sala Prime,av Balta 651,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
285,285 - Ag. Chiclayo,118.205.32.68,MX722adhe,74641050242WK,Atencion al Cliente,av Balta 651,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
285,285 - Ag. Chiclayo,118.205.32.69,MX722adhe,74641050242V5,Atencion al Cliente,av Balta 651,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
285,285 - Ag. Chiclayo,118.205.32.70,MX722adhe,74641050242RD,Atencion al Cliente,av Balta 651,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
286,286 - Ag. Los Alamos,118.206.128.69,MX432adwe,701941340M400,Sala Prime,av Primavera 2180 2190,Santiago de Surco,Lima,Lima,Contrato 2021
286,286 - Ag. Los Alamos,118.206.128.68,MX722adhe,74641020241D9,Plataforma,av Primavera 2180 2190,Santiago de Surco,Lima,Lima,Contrato 2021
287,287 - Ag. Mcdo Modelo,118.206.130.68,MX722adhe,7464102024174,Atencion al Cliente,av Arica 1030-1032,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
287,287 - Ag. Mcdo Modelo,118.206.130.69,MX722adhe,7464102024179,Atencion al Cliente,av Arica 1030-1032,Chiclayo,Chiclayo,Lambayeque,Contrato 2021
288,288 - Ag. Moshoqueque,118.206.132.68,MX722adhe,74641020241BL,Sub Gerencia,Av El Dorado 1209,Jose Leonardo Ortiz,Chiclayo,Lambayeque,Contrato 2021
288,288 - Ag. Moshoqueque,118.206.132.69,MX722adhe,746410202418T,Ventanilla,Av El Dorado 1209,Jose Leonardo Ortiz,Chiclayo,Lambayeque,Contrato 2021
291,291 - Ag. Pacasmayo,118.206.134.68,MX722adhe,746410302420D,Area Ejecutiva,c Dos de Mayo 9,Pacasmayo,Pacasmayo,La Libertad,Contrato 2021
291,291 - Ag. Pacasmayo,118.206.134.69,MX722adhe,746410302421B,Sub Gerencia,c Dos de Mayo 9,Pacasmayo,Pacasmayo,La Libertad,Contrato 2021
295,295 - Ag. Chimbote,118.205.34.71,MX432adwe,701934240K1ZM,Sala Prime,av Francisco Bolognesi 696,Chimbote,Santa,Ancash,Contrato 2021
295,295 - Ag. Chimbote,118.205.34.68,MX722adhe,7464939022PVF,Operaciones,av Francisco Bolognesi 696,Chimbote,Santa,Ancash,Contrato 2021
295,295 - Ag. Chimbote,118.205.34.69,MX722adhe,7464939022R51,Sub Gerencia,av Francisco Bolognesi 696,Chimbote,Santa,Ancash,Contrato 2021
295,295 - Ag. Chimbote,118.205.34.70,MX722adhe,7464939022P7N,Comercial,av Francisco Bolognesi 696,Chimbote,Santa,Ancash,Contrato 2021
297,297 - Ag. Mercado Mod Chimbote,118.205.36.68,MX722adhe,7464939022PTT,Gerencia,Ca Espinar 600 JR ELÍAS AGUIRRE 498,Chimbote,Santa,Ancash,Contrato 2021
297,297 - Ag. Mercado Mod Chimbote,118.205.36.69,MX722adhe,7464939022PBR,Gerencia,Ca Espinar 600 JR ELÍAS AGUIRRE 498,Chimbote,Santa,Ancash,Contrato 2021
299,299 - Ag. Bellavista San Martin,118.206.136.68,MX722adhe,746410202417Y,Sub Gerencia,Jr Augus B Leguia Esq Jr San Martin,Bellavista,Bellavista,San Martin,Contrato 2021
299,299 - Ag. Bellavista San Martin,118.206.136.69,MX722adhe,7464102024182,Operaciones,Jr Augus B Leguia Esq Jr San Martin,Bellavista,Bellavista,San Martin,Contrato 2021
300,300 - Ag. Global Wealth,118.206.34.71,CX625adhe,7529902141TT5,Operaciones,av Ejercito 710 2 P,Yanahuara,Arequipa,Arequipa,Contrato 2021
301,301 - Ag. Iquitos,118.205.38.70,MX432adwe,701934240K1Z1,Sala Prime,Sargento Lores 171,Iquitos,Maynas,Loreto,Contrato 2021
301,301 - Ag. Iquitos,118.205.38.68,MX722adhe,74641101246HV,Plataforma,Sargento Lores 171,Iquitos,Maynas,Loreto,Contrato 2021
301,301 - Ag. Iquitos,118.205.38.69,MX722adhe,746411112474N,Atencion al Cliente,Sargento Lores 171,Iquitos,Maynas,Loreto,Contrato 2021
301,301 - Ag. Iquitos,118.205.38.71,MX722adhe,74641101246H4,Sub Gerencia,Sargento Lores 171,Iquitos,Maynas,Loreto,Contrato 2021
304,304 - Ag. Belen,118.205.40.68,MX722adhe,74641101246CF,Sub Gerencia,Jr Prospero 1171,Iquitos,Maynas,Loreto,Contrato 2021
304,304 - Ag. Belen,118.205.40.69,MX722adhe,74641101246KG,Plataforma,Jr Prospero 1171,Iquitos,Maynas,Loreto,Contrato 2021
306,306 - Ag. Pucallpa,118.205.42.72,MX432adwe,701934240K1Z3,Sala Prime,Ucayali Esq Raymondi 699,Calleria,Coronel Portillo,Ucayali,Contrato 2021
306,306 - Ag. Pucallpa,118.205.42.68,MX722adhe,74641050242TG,Plataforma,Ucayali Esq Raymondi 699,Calleria,Coronel Portillo,Ucayali,Contrato 2021
306,306 - Ag. Pucallpa,118.205.42.69,MX722adhe,74641050242TF,Banca Empresa,Ucayali Esq Raymondi 699,Calleria,Coronel Portillo,Ucayali,Contrato 2021
306,306 - Ag. Pucallpa,118.205.42.70,MX722adhe,7464102024175,Banca Ejecutiva,Ucayali Esq Raymondi 699,Calleria,Coronel Portillo,Ucayali,Contrato 2021
306,306 - Ag. Pucallpa,118.205.42.71,MX722adhe,746410202416F,Banca Ejecutiva,Ucayali Esq Raymondi 699,Calleria,Coronel Portillo,Ucayali,Contrato 2021
307,307 - Ag. Banca Empresa Lima Norte,118.206.138.68,MX722adhe,7464049023WW2,Sub Gerencia,av Industrial 3515 3517,Independencia,Lima,Lima,Contrato 2021
307,307 - Ag. Banca Empresa Lima Norte,118.206.138.69,MX722adhe,746410202419Y,Plataforma,av Industrial 3515 3517,Independencia,Lima,Lima,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.70,MS826de,40649380198KY,Pymes,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.71,MX432adwe,701934240K1ZG,Sala Prime,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.74,MX522adhe,701701030LHZ8,Staf Territorial Oriente,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.68,MX722adhe,74641050242RN,Sub Gerencia,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.72,MX722adhe,746410202415K,Atencion al Cliente,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.73,MX722adhe,746410202416L,Atencion Al Cliente,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
310,310 - Ag. Tarapoto,118.205.44.69,MX722adhe,74641050242RP,Plataforma,Jr Ramirez Hurtado 149,Tarapoto,San Martin,San Martin,Contrato 2021
311,311 - Ag. Banca Empresa Chincha,118.205.22.70,MX722adhe,746410202416D,Banca Empresa,MCAL  BENAVIDES 117 125  2 PISO,Chincha Alta,Chincha,Ica,Contrato 2021
311,311 - Ag. Banca Empresa Chincha,118.205.22.71,MX722adhe,746410202417G,Banca Empresa,MCAL  BENAVIDES 117 125  2 PISO,Chincha Alta,Chincha,Ica,Contrato 2021
312,312 - Ag. Pro,118.206.142.68,MX722adhe,746410202417V,Sub Gerencia,av Alfredo Mendiola 7859,Los Olivos,Lima,Lima,Contrato 2021
312,312 - Ag. Pro,118.206.142.69,MX722adhe,74641020241B9,Banca Negocio,av Alfredo Mendiola 7859,Los Olivos,Lima,Lima,Contrato 2021
